Date,Start Equity,End Equity,Sharpe Ratio,Sortino Ratio,Drawdown,Total Net Profit,Strategy
M6_20180531,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180630,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20181031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20181130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20181231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20190131,97052.5,102289.15,0.3348,0.1188,0.194,0.054,Retrospective Violet Hyena
M6_20190228,97052.5,126263.65,1.4339,0.7124,0.194,0.301,Retrospective Violet Hyena
M6_20190331,97052.5,135173.65,1.6722,1.182,0.194,0.3928,Retrospective Violet Hyena
M6_20190430,97052.5,165286.15,2.9431,2.3577,0.194,0.7031,Retrospective Violet Hyena
M6_20190531,97052.5,119927.65,0.991,0.9278,0.284,0.2357,Retrospective Violet Hyena
M6_20190630,97052.5,160138.15,2.3593,2.5889,0.36,0.65,Retrospective Violet Hyena
M6_20190731,106463.65,180515.65,2.733,3.3959,0.36,0.6956,Retrospective Violet Hyena
M6_20190831,121247.65,154330.15,0.849,0.9288,0.36,0.2729,Retrospective Violet Hyena
M6_20190930,135173.65,162811.15,0.6484,0.6979,0.36,0.2045,Retrospective Violet Hyena
M6_20191031,165220.15,185944.15,0.7639,0.8515,0.36,0.1254,Retrospective Violet Hyena
M6_20191130,110308.15,220511.65,3.5536,3.7341,0.285,0.9991,Retrospective Violet Hyena
M6_20191231,160138.15,239701.15,1.6545,1.6046,0.285,0.4968,Retrospective Violet Hyena
M6_20200101,171176.65,242143.15,2.1603,2.0263,0.231,0.4146,Retrospective Violet Hyena
M12_20170131,100000.0,97052.5,-3.4296,-1.3056,0.029,-0.0295,Retrospective Violet Hyena
M12_20170228,100000.0,97052.5,-2.7022,-0.7373,0.029,-0.0295,Retrospective Violet Hyena
M12_20170331,100000.0,97052.5,-2.3365,-0.514,0.029,-0.0295,Retrospective Violet Hyena
M12_20170430,100000.0,97052.5,-2.1434,-0.4075,0.029,-0.0295,Retrospective Violet Hyena
M12_20170531,100000.0,97052.5,-2.0172,-0.3415,0.029,-0.0295,Retrospective Violet Hyena
M12_20170630,100000.0,97052.5,-1.9427,-0.3001,0.029,-0.0295,Retrospective Violet Hyena
M12_20170731,100000.0,97052.5,-1.8954,-0.2704,0.029,-0.0295,Retrospective Violet Hyena
M12_20170831,100000.0,97052.5,-1.8642,-0.2483,0.029,-0.0295,Retrospective Violet Hyena
M12_20170930,100000.0,97052.5,-1.8436,-0.2316,0.029,-0.0295,Retrospective Violet Hyena
M12_20171031,100000.0,97052.5,-1.8301,-0.2178,0.029,-0.0295,Retrospective Violet Hyena
M12_20171130,100000.0,97052.5,-1.8224,-0.2069,0.029,-0.0295,Retrospective Violet Hyena
M12_20171231,100000.0,97052.5,-1.8244,-0.1981,0.029,-0.0295,Retrospective Violet Hyena
M12_20180131,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180228,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180331,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180430,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180531,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180630,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20180930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20181031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20181130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20181231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M12_20190131,97052.5,102289.15,0.1785,0.0448,0.194,0.054,Retrospective Violet Hyena
M12_20190228,97052.5,126263.65,0.8438,0.2944,0.194,0.301,Retrospective Violet Hyena
M12_20190331,97052.5,135173.65,0.9669,0.4814,0.194,0.3928,Retrospective Violet Hyena
M12_20190430,97052.5,165286.15,1.5769,0.8891,0.194,0.7031,Retrospective Violet Hyena
M12_20190531,97052.5,119927.65,0.583,0.384,0.284,0.2357,Retrospective Violet Hyena
M12_20190630,97052.5,160138.15,1.2561,0.9687,0.36,0.65,Retrospective Violet Hyena
M12_20190731,97052.5,180515.65,1.5628,1.3059,0.36,0.86,Retrospective Violet Hyena
M12_20190831,97052.5,154330.15,1.0711,0.9213,0.36,0.5902,Retrospective Violet Hyena
M12_20190930,97052.5,162811.15,1.1796,1.0833,0.36,0.6776,Retrospective Violet Hyena
M12_20191031,97052.5,185944.15,1.4577,1.4204,0.36,0.9159,Retrospective Violet Hyena
M12_20191130,97052.5,220511.65,1.8708,1.8714,0.36,1.2721,Retrospective Violet Hyena
M12_20191231,97052.5,239701.15,2.0831,2.1527,0.36,1.4698,Retrospective Violet Hyena
M12_20200101,106463.65,242143.15,2.1049,2.2412,0.36,1.2744,Retrospective Violet Hyena
